primary_source,FRP,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIv,AIp,GU,VISC,TEa,PERI,ECT,SSs,SSp-bfd,SSp-tr,SSp-ll,SSp-ul,SSp-un,SSp-n,SSp-m,MOp,MOs,VISal,VISl,VISp,VISpl,VISli,VISpor,VISrl,VISa,VISam,VISpm,RSPagl,RSPd,RSPv,AUDd,AUDp,AUDpo,AUDv,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,FC,IG,ENTl,ENTm,PAR,POST,PRE,SUB,ProS,HATA,APr,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,SH,AAA,BA,CEA,IA,MEA,GPe,GPi,SI,MA,MS,NDB,TRS,BST,BAC,VAL,VM,VPL,VPLpc,VPM,VPMpc,PoT,SPFm,SPFp,SPA,PP,MG,LGd,LP,PO,POL,SGN,AV,AM,AD,IAM,IAD,LD,IMD,MD,SMT,PR,PVT,PT,RE,Xi,RH,CM,PCN,CL,PF,PIL,RT,IGL,IntG,LGv,SubG,MH,LH,SO,ASO,PVH,PVa,PVi,ARH,ADP,AVP,AVPV,DMH,MEPO,MPO,OV,PD,PS,PVp,PVpo,SBPV,SCH,SFO,VMPO,VLPO,AHN,LM,MM,SUM,TMd,TMv,MPN,PMd,PMv,PVHd,VMH,PH,LHA,LPO,PST,PSTN,PeF,RCH,STN,TU,ZI,ME,SCs,IC,NB,SAG,PBG,MEV,SCO,SNr,VTA,PN,RR,MRN,SCm,PAG,APN,MPT,NOT,NPC,OP,PPT,CUN,RN,III,MA3,EW,IV,Pa4,VTN,AT,LT,DT,MT,SNc,PPN,IF,IPN,RL,CLI,DR,NLL,PSV,PB,SOC,B,DTN,PDTg,PCG,PG,PRNc,SG,SUT,TRN,V,P5,Acs5,PC5,I5,CS,LC,LDT,NI,PRNr,RPO,SLC,SLD,AP,DCO,VCO,CU,GR,ECU,NTB,NTS,SPVC,SPVI,SPVO,Pa5,VI,VII,ACVII,AMB,DMX,GRN,ICB,IO,IRN,ISN,LIN,LRN,MARN,MDRNd,MDRNv,PARN,PAS,PGRNd,PGRNl,NR,PRP,PPY,LAV,MV,SPIV,SUV,x,XII,y,RM,RPA,RO,LING,CENT,CUL,DEC,FOTU,PYR,UVU,NOD,SIM,AN,PRM,COPY,PFL,FL,FN,IP,DN,VeCB
AD,0,0,0.01496189496953355,0,0,0,0,0,0.00162873339472593,0,0.00200824706231631,0,0,5.7037239445519e-4,0.00136418345242343,0.001872106420353605,0,0,0,8.3970008207551e-4,0,0,0,0,8.6990737933294e-4,0.009948100629311955,0.00102646239497395,0,0.00570550744910455,4.80134805691155e-4,5.03644141109925e-4,0.001369312243355485,0,0,0,0,0.001513301698857925,0,0.1390714587346325,0,0,0,0.00155814295447184,0,0,0,0,0,0.00104743098210809,0,4.8498603790302e-4,0.01030785233816905,7.1404888485063e-4,0.0059432139963546,0.00157490222735404,0.0091597538996365,0.1142348313118185,0.02807328622994605,0.00149323293137947,0,0.006545486771651105,0.00288785110060249,0.00129488767582584,0.01106496635954944,5.4262467861188e-4,0.00595342473350195,5.36622328223085e-4,0.002638784711450745,4.45430450913705e-4,0,0,3.51484094399815e-4,0.001220437361142955,0.00377572070599984,0.00914056984244215,0.0030546454419407,0.08881007296898585,0.0122599813513219,1.227829386652105e-4,8.11140039532095e-4,1.12036089171825e-4,1.96184595330425e-4,2.32528393082715e-4,0,1.475277291897685e-8,1.4975415536491e-4,0,0.00421854638046296,0.0012004113962363848,0,0,0,0,0,0,0,0,0.019821981780662107,0,1.19162552269955e-4,0,1.4607457074342e-4,0,4.84453431237196e-5,0,0,0,0,0,0,0,0,0.001636490019133805,0,1.928310398385965e-5,0,0.059712315424279946,0.02390394851333845,0.0443402891952392,0,0.00677800940432266,0.02511230267930055,1.2363636354981e-4,0.07508738471231305,0,2.3532459401862e-4,0.024981876021842993,0.018057194333798862,6.8024919046123e-4,0,0,0,2.3756310136972185e-4,0.005781651015969325,2.05633503613225e-4,0,0.05979934317831745,0,0,0,0,0.00159410074969874,0.01119061033233844,1.61690712193743e-5,0,2.628424942257565e-7,0,3.192906740097195e-5,0,0,8.3050862442515e-5,1.147390521864745e-6,0,5.6033899768775e-5,8.05717385073415e-4,0,0,0,9.2178844744156e-4,0,1.279435073906e-4,3.7984054460563e-4,0,0,3.360965706861565e-5,7.8764703915562e-4,3.61863113828e-4,9.500934124961e-4,0,0,0,0,7.86888825133835e-8,7.44843145294515e-5,2.0447295610703616e-5,0.001065288036242595,2.9673313710028e-4,0,2.86230266125465e-4,0,7.24625667605605e-6,0,0,0.00102052808903743,8.4657888865941e-4,0.003301810494363525,3.2901656009289e-4,0,0,0,0,0,0,0,0,0,5.3171257719295e-8,0,0,0,1.9591391803802e-4,0,0,0,1.4945030791589474e-4,0,0,0,0,0,0,0,0,0,0,5.535881810221e-5,2.22525894594055e-6,4.860388331855965e-5,4.724969405264055e-5,0,0,4.685070119796435e-5,0,0,0,4.513610504543084e-5,1.64495603988965e-4,0,0,0,0,0,0,0,0.0061436537580328654,0,0,0,3.6587038400525e-4,0,0,0,0,0,0,0,0,0,6.7121699027339e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06817956887167e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7849223261135e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM,4.988385390186695e-5,0.0740631483638888,0.167446123807323,0.06896816457190964,0.02263122464827785,0.00218138089242687,0.01895656505472665,0.010096098379010005,7.627148374202649e-4,0.001549938554027645,4.32666120501285e-4,2.19862554368072e-6,2.340385803207965e-5,7.332604006341299e-4,5.03739663136925e-4,0.001393253321281255,0,0,6.23523756478475e-4,3.64364232282435e-4,6.399560729092375e-5,0,0,0,9.636105017626049e-4,0.02628295798976095,1.2817650362154e-4,1.9740672953921502e-4,8.7083213738947e-4,2.08960431758965e-4,1.492755691232968e-5,9.2032814989318e-4,9.011214852511706e-5,5.31275988753525e-4,0.00163214454337603,5.2170827352329e-4,0.017416863013779506,0.007550156297529405,0.03108209078927635,0,0,2.17609443863272e-6,2.552903571611935e-5,0,3.188900813045325e-5,3.9440954503589e-4,6.0502135422768e-4,0.00682940685647849,1.43379244443965e-4,2.228882300772765e-5,1.065542586656225e-4,3.16965231094433e-5,8.0831583122053e-6,5.289486669221645e-5,2.44777554130375e-5,0,0,0,0,0.00199228994882889,0.00622040130080519,0.002400896961705915,4.43618833127365e-4,0.0022543108258096948,6.1581367638033e-4,0.00133549876093865,3.2228771035587003e-4,8.987855307717655e-6,1.8134664683586e-4,0.0050019098166685805,2.16520277073945e-4,1.2500752827677e-4,6.1713161434226e-4,0.010484183238948015,0.00168394341433644,5.2409403478778504e-5,0.1758486880292375,0.02920334412351875,1.779240596863727e-4,0.001103307872971415,3.34250330207792e-5,0.001051400082497615,2.35308678538515e-4,1.70071239768359e-5,4.674276678018105e-5,1.8696274644038e-4,2.3350793462816047e-6,0.001391490623939545,2.1481171670552e-4,2.7413845821841e-4,9.5058028585241e-4,0,0.0033910011710818052,3.481143925592745e-5,4.217963535466765e-6,1.3466814319905006e-4,3.19424026951145e-5,0.00615132237414753,1.1062557564738349e-7,0.0015941608765943352,4.9324185331508e-4,2.235718237385785e-5,0,2.84685618674884e-7,9.48860253084485e-8,0,1.7037571578432105e-6,6.17088454813125e-7,7.851204211129365e-6,0,0,0,2.3464536527455806e-5,1.3740557669051299e-5,0,0,0.007423974711782645,0.01623740128658965,0.001148845877846505,8.529095431637249e-4,0.0031170952212145647,7.24544907874545e-4,3.48195477329259e-5,0.00377641666779304,5.49116221543724e-5,2.2996871201876002e-4,4.5718518637262e-4,0.00273936045156062,6.3801675115191e-4,9.16176596612385e-6,2.3676382567315498e-4,6.257951862752951e-4,1.6646167287458002e-4,2.7334233336946505e-4,2.968193210793635e-5,0,0.01639888740237965,0,0,0,8.17664109665805e-9,2.454110228798217e-5,9.1070535902834e-5,5.264086396645169e-6,0,1.290019019354708e-6,0,0,2.24081736671057e-6,5.67243787948927e-6,0,4.24348125393144e-6,6.1572774699423655e-6,8.538156854915086e-7,4.369614285076635e-5,0,0,4.56080009572034e-6,4.83417259924815e-6,0,1.7272882544541265e-6,0,0,0,7.66279405649694e-6,1.6876971796916002e-5,0,1.77475027191624e-5,0,8.97584929227297e-7,7.63736921930025e-7,2.0903142507401153e-6,7.309934628176765e-6,5.607323281353815e-6,8.242298889344246e-6,3.9896169130374055e-6,6.9730602768141e-5,0.00102536756585912,5.8034835541414e-4,1.283801813127205e-7,6.68847120179411e-6,5.407593869692015e-6,1.8686802737892985e-7,0,1.1289477255563255e-5,0.001314530774472445,7.378687904239695e-6,0,0,0,0,0,0,0,0,3.4611261646673995e-6,7.0899573268345e-8,1.2959286932950978e-7,1.4324103363809615e-5,7.16700022295025e-6,1.44668326496015e-4,1.977971838701175e-7,0,0,7.1252214318552054e-6,0,6.75313809248619e-7,0,0,0,0,0,0,0,0,0,0,0,0,1.1389649728898776e-6,1.483269260466395e-7,1.130713342174035e-6,0,8.52273331155885e-9,0,1.47784519398186e-6,0,0,0,0,0,1.14502921401653e-8,0,2.512764312141645e-6,0,0,0,0,0,0,0,0,0,0,0,0,4.6172677317015e-8,0,4.885294076165895e-6,0,0,0,5.2971006265816e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AV,2.311861694998975e-5,0.05512161991536855,0.03646841852588305,0.006072044015754615,3.6262530981343e-4,0,1.0036757565863e-4,2.3674643864107e-4,3.73280317215817e-5,0,0,0,0,6.0077651066515e-5,2.14883588299525e-5,7.068880569773735e-5,0,0,3.0907694543763e-4,0.002307504989282515,1.5421100209169e-4,1.80550752282903e-5,0,0,0.0027724240819190947,0.02906360412728855,4.0548350601263555e-5,1.6458039342677e-4,0.00290945186263504,3.5361026437441003e-4,3.90730466812566e-6,1.000579189986743e-4,1.06879171502995e-4,8.6653850957108e-4,0.001412650947384555,8.66323814959925e-4,0.005746687928676925,0.03529808837063985,0.20544749402519702,0,0,0,0,0,0,0,0,0,0,0,1.61087304605028e-5,0,0,0,3.53486745859426e-5,0,0,0,0,1.1795222156328e-4,0.0014365401046536799,0.00480763252809967,0.0011856788879539351,0.0493974555814245,0.01275122236778956,0.009045140840933495,6.13891056623155e-4,0,0.003167296030759815,2.30155600463795e-4,0,1.064415745740555e-7,3.378878008977635e-6,0,1.925381316536485e-7,0,0.144271281484886,1.396047101109365e-5,0,0,0,0,8.3840127782888e-10,8.9078215947458e-7,9.434152303962415e-8,0,0,3.624485825930755e-6,0,0,0,0,0,0,0,0,0,7.9326010922923e-4,0,0.007651580786691805,1.0330680502410481e-4,0.00127504970571031,0,1.1914484334013401e-5,0,0,0,0,0,0,0,0,2.4349084229988502e-4,3.630051340466495e-5,0,0,0.0169158273872061,0.004901491521838065,0.002865681625454765,1.7522246542652e-5,8.00119247448175e-4,0.00803089725804063,1.202781927146305e-6,6.577160091263601e-4,4.259992010356915e-7,2.767746317067665e-6,3.70040190045584e-6,1.133393251860048e-5,6.78178001001422e-6,0,0,2.650107147285845e-5,1.2451811647907384e-4,0.00133995873215021,0,0,0.024445585564824047,0,0,0,0,0,3.99973874018543e-7,0,0,0,0,0,0,0,0,2.18926930020869e-7,0,0,0,0,0,0,0,0,0,0,0,0,7.21343487442722e-7,0,0,0,0,0,0,0,0,0,0,0,2.541615266016247e-6,0,0,0,0,0,1.03488101523632e-8,0,3.61506057816579e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15281874369965e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,3.66579644166648e-5,0.0464707536502513,0.015598501989695715,0.043290096530800695,0,0,0,4.48550608314815e-4,0.004455662865911675,0.001684872569113875,0,6.66076713871605e-4,4.7414300737777e-4,1.786088538104e-4,2.126549088651505e-6,1.3418246670957715e-4,0.00253354594439157,3.58113944710355e-4,0.006031093929423925,0.01077032929948221,0.002863813920283205,2.20321648214695e-4,3.40013219594708e-7,0,0.0320266533897184,0.018514407210451958,2.119180386569e-4,0,0,2.6801333269916254e-4,2.133360080329995e-5,0,3.16989779742067e-5,0.00285898848020988,2.581291830265525e-5,0,0.011849236386800834,0,3.45381525319665e-4,6.9740192534902e-4,0,1.39142662998575e-4,6.539002615934e-5,0,0,0,0,0,0,0,4.74228204236196e-5,3.67473196573995e-4,0,1.0867405516113e-4,0,9.177547951279e-5,6.68540798816255e-4,0,0,0,0,0,0.001645009596669705,0,0,3.42368627561935e-4,0,0,2.6293211217984e-4,0.002113856176931965,9.641038246637e-5,0,0,0,2.19230811404014e-5,0,0.5390607953562561,0.0366625972467396,0,0,0,0,3.94344358869862e-6,0,0,3.795275477324125e-6,0,8.77041382086e-5,8.40819385741735e-6,0,0.00478795142602963,0,3.3457132079424e-4,1.12503432947846e-5,0,0,0,3.65377199843849e-4,0,0.0169523087853305,3.20030740176e-4,0.0046729169099172995,6.7638651623717e-8,8.57255065995075e-4,6.4901671331355e-5,5.1454170345500386e-5,2.134492885396355e-5,7.6808285947e-5,2.7896275931325076e-5,2.877031959483245e-6,4.90949724200991e-5,0,0.01652346421654599,0.0064123381628498795,5.0290838101127e-5,0,0.0030586808755572147,1.382913301998747e-4,0,6.366944405563614e-5,1.20298010127125e-4,0.004342736475708285,2.01943985209942e-5,0.0264619784993141,0,1.3787902828001649e-6,3.265839066714419e-4,0,4.582528978447115e-7,0,1.633121368328436e-5,4.2201164373279165e-4,0.00171508481582529,0.03092433664269165,0.00855185709552313,0,0.029409542790072553,0,1.247017553730595e-6,4.82405897862935e-4,0,0,0.016897697317948067,1.551429242258335e-6,0,1.13238071260235e-5,0,0,0,0,0,3.90020567884244e-6,2.29536420448685e-4,1.9263547374145484e-7,8.04745508228235e-6,0,2.86501375560918e-6,0,0,0,0,0,0,0,4.09156749459743e-5,1.4146795026083e-4,0,0,0,3.617530207362225e-6,2.04322565338935e-4,0,0,4.082337371807675e-6,1.06231914709238e-5,0,4.242221086622e-4,3.2185243381366e-4,0,0,0,1.1380501824441e-4,1.29090267963817e-6,0,2.964159795120675e-5,1.5941510857434e-4,1.668518967502915e-5,0,0,8.9943535609837e-7,0,0,0,0,6.9543419584925e-5,0.00275310992937811,4.025834273962195e-8,1.845859323273035e-7,0.00257713379146499,1.895790070372e-4,0.0019413587493912398,6.119384833537187e-4,0,2.194171461665745e-5,8.17121291417835e-4,0,8.148533705309814e-5,0,6.365145923587e-5,0,0,0,0,8.937557835255906e-5,1.88675436074201e-5,7.308160603744073e-4,0,1.7056618333992e-7,1.30204357444755e-7,2.63131680476223e-6,1.63394601843479e-5,3.592863355379386e-4,0,1.673424275319e-4,0.00172802355032054,3.6479384793050893e-4,5.4628593792495e-5,9.270842886279e-5,3.64218229203308e-5,1.932703962757665e-5,3.22926917445832e-7,0,0,1.82422341297705e-4,3.3601790304176e-4,0,0,1.98014971749588e-5,7.64593953656865e-4,5.72443343709e-5,0,0,0,8.2587742534551e-6,0.006500737218308015,0,1.74979558889496e-5,0,0.001245146541283275,9.89840699218295e-6,0,5.8392686683802e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89417762020865e-4,9.59427980218475e-8,0,7.7871711465308e-6,3.17201893776274e-5,0,0,4.61248624183516e-5,0,0,0,0,0,0,8.58368670223515e-6,0,3.05712092290549e-5,0,6.2892145319203e-8,4.879118820062055e-7,0,0,0,0,8.8343403904385e-5,0,0,0,1.180355294181357e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CM,0.00401878241324655,0.0113383052313988,0,0.0257128154773705,0.00137681929639537,0.00937788520933683,0.00303277832840364,0.0101906756810133,0.0103173127398064,0.00261639273116141,9.1182731512094e-4,3.1831209084278e-4,0.00239856465398578,0.00187292435089129,1.9088038939087e-4,7.5002439633699e-4,0,0,0,4.7880193468318e-4,0,0,0,0,0.00164805012439139,0.0288530490347787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7263225234266e-4,0,0,0,0,0,0,0,1.66982757424633e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9559401060259e-4,0,0,0,0.00209160871136177,9.00619571045751e-5,0,5.5509723238759e-4,0.010750464477719,4.99553135156212e-6,0,0.434567105115541,0.0327954393640621,5.6650907955965e-4,0.00598005711716705,0,0,0,0,0,3.41462496705437e-5,0,0.00142590268135114,8.6465628860445e-6,0,0.00542268014781259,0,0.00579627627662409,2.50328436598766e-5,0,0,0,1.8595473156388e-4,0,0.0192636550475824,0.0105438638449232,0,0,1.96863042517187e-6,0,0,0,0,0,0,0,0,0,7.18239809671425e-6,0,0,4.2060302187189e-4,0.00614331290250004,0,7.796562826914e-4,0.00132059811403815,0,0.0017950527476807,0.0266973217531538,0.0023681570487118,2.77360202957609e-5,8.60865726854743e-5,0,4.98602151720688e-5,7.47691956299354e-6,0.00267730797883231,0.00799729923664148,0.0110939746461552,7.944710504699e-4,0,0,0.016691909783367,0,0,0,0,0,0,7.76833137256754e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47217378829015e-6,0,0,0,1.3918242937715e-4,0,0,6.15712120760542e-9,0,5.56687990263464e-8,0,4.55082329843266e-5,5.22677716273061e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94599485968887e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAD,0,0.0305074872253997,0.00624819418498673,0.00709436753100948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3878321844439e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74406392461995e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42338675511932e-5,0,0,0,0,0,0,0,0.00630579382288991,0.00160040744265422,0,0.678097440621895,0.0215105785115912,1.0634441857824e-4,0,0,0,0,0,0,0,0,1.933953386679e-4,9.73907262283283e-6,0,7.1663951680756e-4,0,0,0,0,0,0,5.7490005661583e-4,0,0.0290585664161363,0.00281403146494812,1.3469994132904e-4,0,0,0,0,0,0,0,1.72450228972391e-8,0,0,0,0,0,0,0.0297993998085205,0.0375511461182052,0,0.00235980697531864,0.013468969533571,0.00238826390643938,0,0.0350494537706272,0,0,1.67473150399705e-5,0,1.2930463523402e-4,0,0,0.00517465542616164,0.01411847115175,0.00942720541013663,0,0,0.0486614414389413,0,0,0,0,0,9.7083064443816e-8,0,0,0,0,0,0,0,0,0,0,2.14192772645802e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270004529107e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82416644395137e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51042323151304e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40922439208825e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7406001026588e-4,9.3741353291018e-4,0,0,0,0.00532694808268699,0,0,0.00208434167562498,0,0,0,0,3.3203851641008e-7
IMD,0.002601281345877915,0.001411437105875185,3.9067988719158e-4,0.0091228842900811,6.8631628927752e-4,0.0019995180651956,0.001032342255808765,6.803224204762e-4,0.031919158488251,0.00505617082428475,0.00713255753795745,0.004326375660249685,0.00147510609746534,3.48218590606735e-4,3.5606169077215e-4,3.9556818374287e-4,1.85004251333485e-4,0,2.39701688416322e-6,6.44399239924455e-6,0,0,0,0,9.63817578199875e-4,0.0050639942106854,0,0,0,0,0,0,0,0,0,1.1699031668529e-4,0,0,0,0,0,0,1.661621420764435e-5,0,0,0,0,0,0.00133755088476524,7.609158939256e-5,1.7583820495699e-4,0,5.94762619865025e-4,8.68342031463575e-6,0,0,0,0,0,0,0.00283524576386926,0,0,0,0,0,0,9.071423745809e-5,0,0.001930097083083555,0.00214054532069613,0.00137273724031417,0.003631468776833245,0.0203932884119121,0.0030777537850641247,3.11297575121012e-5,0.09130295341135168,0.0972182846211775,0.00679756123077057,0.014379567852645752,0,5.696286046195e-5,2.693541523741575e-6,0,4.1370567434803e-6,7.4171371886407e-4,3.856088829110805e-5,0.012390745443623594,0.0018505571984909,0,0.00278434462086445,7.0996968977835e-5,0.01866433076702375,1.3066836206732e-4,0,4.686684608337965e-6,4.65431872464714e-5,0.00213987094346895,0,0.0015842481744913401,0.00509964873185733,0,0,3.02177256595287e-6,1.4518819304719e-4,0,5.2272768958683e-7,1.088936974369305e-5,3.8824481107161e-4,1.17095935805392e-7,0,0,0,3.20310551824e-5,0,0,4.83399203326239e-6,0.003279225329640225,0,4.3913278762404e-4,7.718561664740469e-4,0,0.017991977715534815,0.05284970568844405,0.002109611318586235,2.2139432613276e-4,0.02629265268766332,4.707364546482673e-4,1.9302066004878e-4,3.713922749027735e-5,2.5936611861706e-4,0.004182953083772345,0.0014562107261747552,5.3473034747105e-5,4.57616548726675e-4,0,0.009447843804117364,0,0,0,0,0,7.1960274599483e-4,0,0,8.5807528200882e-6,0,1.154836927520525e-5,6.18090404592515e-6,0,0,0,2.835737161342385e-6,1.3227426235776172e-4,1.24925482645889e-5,2.67687651744254e-6,0,4.47965797043003e-6,0,0,6.881407139469e-6,8.88723342179445e-7,0,0,4.826481870833105e-6,4.05368528011122e-5,0,0,0,0,0,1.056356110402475e-5,0,2.61624173835444e-6,8.4019117225901e-6,1.908623423536975e-5,0,0.0022188994527123952,3.1052573710464997e-4,7.7752866916225e-7,8.967325692675046e-5,0,1.08722624604308e-5,0,1.765581119325325e-5,0.001058840587775416,1.38943321216215e-4,0,0,0,0,0,0,0,0,1.224152502533495e-6,0,0,2.984568457425745e-5,4.936805624782245e-5,6.18712013035385e-6,1.6037512168052e-5,0,0,1.218228064924625e-6,0,1.241890724947865e-5,0,0,0,0,0,0,0,0,0,0,0,3.178494446688765e-5,1.067633840070705e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58080005170307e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
